,car_id,name,amount,region,condition,mileage
574,nFDfurjy1WeqqOn6lRf32nNR,Ford Explorer 2013 Black, 4515000,"Rivers State, Port-Harcourt",Nigerian Used,259789 
575,dRFUu882Ivh3IrmYVduN6LAr,Nissan Primera 1998 Silver, 1050000,"Oyo State, Ibadan",Nigerian Used,296551 
576,iezjRqbAnjlvxqY31F6gTg9S,Nissan Rogue 2012 Black, 4200000,"Abuja (FCT), Mararaba",Nigerian Used,91075 
577,5Q9lpA6rvagUABB6dHO3tQK8,Toyota 4-Runner 2003 Silver, 2100000,"Rivers State, Port-Harcourt",Nigerian Used,232397 
578,noFArjPva9GYgu08smKmdyr4,Toyota Camry 2012 Red, 5460000,"Lagos State, Surulere",Nigerian Used,229559 
579,6tJ747rESpFI7yXwlkNHU8Bu,Honda Accord Crosstour 2013 Blue, 4935000,"Lagos State, Ajah",Nigerian Used,104624 
580,7qEqgXpqjrXUCKys1cqXdPD7,Cadillac CTS 2008 Gray, 6300000,"Lagos State, Ajah",Foreign Used,213198 
581,8ckoeyGO48U9up849KlPdvwn,Toyota Matrix 2007 Red, 2704000,"Lagos State, Ikeja",Nigerian Used,391050 
582,BGmxpTYkMn9qDkNgmT7kDFzH,Opel Astra 1.6 Classic 2005 Gray, 3150000,"Abuja (FCT), Garki 2",Nigerian Used,175036 
583,3mTHf9alP6y2ShkRmuHcZtCg,Honda Accord 2010 Red, 2725000,"Abuja (FCT), Jabi",Nigerian Used,153234 
584,buQz2V6Pwcs67TQCy4bWRF21,GMC Acadia SLT-1 AWD 2008 Silver, 1680000,"Rivers State, Port-Harcourt",Nigerian Used,305208 
585,hNrCRqdGUHZPTZ5dBDqx5Ksq,Toyota Camry 2004 Gold, 2704000,"Abuja (FCT), Jabi",Nigerian Used,157277 
586,7o3REok5HiplnwWeENvECWW8,Mitsubishi Outlander 2003 Gray, 2392000,"Oyo State, Ibadan",Nigerian Used,162062 
587,hVIpBJXQwshnr5mrVMUvu4Fs,Infiniti EX 2008 Black, 2940000,"Lagos State, Ifako-Ijaiye",Nigerian Used,Nigerian Used
588,Csf2LfeoptVZc6LfyZ04t7iJ,Toyota Corolla 2009 Silver, 2940000,"Abuja (FCT), Gwarinpa",Nigerian Used,113691 
589,61QtdK5ABRQVHyZgzGybvdXn,Lexus RX 2010 Gray, 8840000,"Lagos State, Mushin",Nigerian Used,222338 
590,fNbRP9IBikRJbhBELpGFNiyh,Toyota Camry 2003 Silver, 1861650,"Oyo State, Ibadan",Nigerian Used,286412 
591,nsnD3xc1j89wvhj9IZEQoPHp,Toyota Matrix 2003 Blue, 2600000,"Lagos State, Isolo",Nigerian Used,135197 
592,rWtBuCsxHUca4tJRDVnZTeWA,Honda Accord 2009 Green, 2520000,"Abuja (FCT), Garki 2",Nigerian Used,137028 
593,rnS9keznzzDMxABs3ije4smL,Mercedes-Benz GLK-Class 2013 Gray, 8925000,"Lagos State, Ikeja",Nigerian Used,80016 
594,34hM0dz8dC0nieNptRWVoFHs,Acura RDX 2008 Teal, 2310000,"Lagos State, Ogba",Nigerian Used,276727 
595,3D5mvzN9aE1UkQlqaU7TWWO0,Mercedes-Benz M Class ML 350 4Matic 2007 Black, 5096000,"Lagos State, Isolo",Nigerian Used,240591 
596,9YvVwHOVa8KXK3V9u1ntF8qC,Land Rover Range Rover Evoque 2015 Blue, 8190000,"Lagos State, Amuwo-Odofin",Nigerian Used,22839 
597,17ztW5mQ03tFwMEkpmObYsWt,Infiniti FX 35 AWD 2005 Blue, 2100000,"Akwa Ibom State, Uyo",Nigerian Used,175334 
598,iUESxWFxlfZupBhRcWka4ux5,Honda Crosstour 2010 Gray, 3234000,"Lagos State, Lekki",Nigerian Used,60375 
599,64PWKb2hHFY0k8ABVToXVlOq,Toyota Camry 2008 White, 2835000,"Lagos State, Ikeja",Nigerian Used,132859 
600,aDRdQdYKkDO82HRsQoLjLzYy,Toyota Corolla 2010 Green, 3024000,"Abuja (FCT), Garki 2",Nigerian Used,97836 
601,is2rKKC6SA5naFLrPCOAHGZ8,Mazda CX-7 2.3 2008 Red, 1995000,"Lagos State, Isolo",Nigerian Used,316253 
602,iMep8nRdJzP5gmRYveOGjQfK,Honda Pilot 2013 Brown, 8840000,"Lagos State, Yaba",Nigerian Used,165781 
603,sxhQ1rqhITD8iEwhMjXaDh8k,Ford Edge 2010 Brown, 3150000,"Lagos State, Alimosho",Nigerian Used,167561 
604,rniYDYks8XBH0ycZG8Jbwx13,Toyota Camry 2011 Gray, 4160000,"Lagos State, Kosofe",Nigerian Used,176768 
605,b0cA27hZqJivjrNC02Wb6YAa,Toyota Sienna 2005 Silver, 2604000,"Imo State, Owerri",Nigerian Used,400516 
606,BYCcH9yHemF54hAW53GyPQ9N,New GAC GA4 2023 Silver, 14896000,"Lagos State, Ilupeju",Brand New,Nigerian Used
607,llRdqwLggREoZXEVgSdXXnZs,Ford F-150 2005 Black, 2625000,"Lagos State, Lekki",Nigerian Used,382110 
608,ufQJkNvwHLbqtvSa5IWSzeC1,Ford Edge 2009 Pink, 3570000,"Lagos State, Amuwo-Odofin",Foreign Used,281009 
609,7Zop5yHvUPReLcJDyjc7amMs,Toyota Corolla 2011 Black, 3570000,"Abuja (FCT), Mararaba",Nigerian Used,183618 
610,glxVxfaABDz5jyDmI4rF46LQ,Chevrolet Captiva 2010 Gray, 2730000,"Ogun State, Ado-Odo/Ota",Nigerian Used,43464 
611,1aL0wkbN9lqeQuSmwij9Xl6q,Lexus RX 300 4WD 2003 Silver, 2704000,"Lagos State, Amuwo-Odofin",Nigerian Used,233698 
612,xgrA3Sq5A3kmU75RFjOOh8p4,Honda Accord 2015 Silver, 5720000,"Abuja (FCT), Garki 2",Nigerian Used,122358 
613,1IWdzxWMHTlTHTZMb9TMlAFk,Land Rover Range Rover Sport 2012 Brown, 6378750,"Lagos State, Lekki",Nigerian Used,75633 
614,rUkzZpWd9Pq5ojU3XHDiLRLP,Nissan Frontier 2013 Gray, 7350000,"Abuja (FCT), Gwarinpa",Nigerian Used,111305 
615,hScYXUUOQTnPo3xZ3LAZhEes,Toyota Camry 2002 Blue, 2080000,"Ondo State, Akure",Nigerian Used,Nigerian Used
616,fpOnEs3WbcrqW9oSLo7cUNjY,Toyota Camry 2010 Gray, 3171000,"Abuja (FCT), Wuse",Nigerian Used,321858 
617,1Kor0XiiCb91Y78EzfDmzHLF,Lexus GS 2006 Blue, 2520000,"Lagos State, Amuwo-Odofin",Nigerian Used,372773 
618,1CMjsYTHrLvtXphaldP7VuyY,Toyota Corolla 2009 Gray, 3150000,"Lagos State, Mushin",Nigerian Used,406807 
619,7AUV8SMUf5aKHsVeOzkZn3Qe,Nissan Quest 2005 Red, 2100000,"Lagos State, Ajah",Nigerian Used,254132 
620,BjWhXSUroaO8DlcGhvHr0zDI,Toyota Camry 2004 Black, 2296667,"Oyo State, Ibadan",Nigerian Used,331341 
621,8rxXnUXNuYDDFvSr9CWxbTue,Volkswagen Touareg 2014 Black, 6300000,"Lagos State, Lekki",Foreign Used,193894 
622,fRGAG7WrqxaBYKTTiKG1al03,Volvo V40 1996 Purple, 1680000,"Lagos State, Magodo",Nigerian Used,268332 
623,baJNiqWClAtVso7Vyz2oAgxC,Kia Cerato 2014 Blue, 3150000,"Kwara State, Ilorin East",Nigerian Used,150265 
624,7HqZ4yyafLfA0TZuN8R0p8qD,Lexus RX 350 2010 White, 7980000,"Abuja (FCT), Garki 2",Nigerian Used,256144 
625,1oQ1TAxECgGhQo9W6fBeLJvI,Honda Accord 2008 Gray, 2047500,"Kwara State, Ilorin East",Nigerian Used,225563 
626,moqP04NCAwmB1OYQJSvK1x8P,Land Rover Range Rover 2006 Black, 4305000,"Lagos State, Ikeja",Nigerian Used,91680 
627,8qNnygdXOPI95b8AqG2PD2U4,Toyota Camry 2007 Black, 2772000,"Oyo State, Ibadan",Nigerian Used,113303 
628,uuzNFKxpwmOy9ZW7erT9yh8J,New GAC GA3 2022 White, 15974000,"Lagos State, Ilupeju",Brand New,Nigerian Used
629,7mITySo9uM08JMZVOts3zPCm,Toyota Camry 2005 Gray, 1890000,"Rivers State, Port-Harcourt",Nigerian Used,206879 
630,gqbTHr2HdtSOjK3kZfZb9Wke,Acura TL 2005 Silver, 3570000,"Abuja (FCT), Jabi",Foreign Used,243139 
631,sA20VmIq8tMxO5VHxNtCjMqp,Toyota Highlander 2016 Red, 15750000,"Lagos State, Magodo",Foreign Used,181857 
632,nrK6Hdlxg78e7MlzbRbBFoOO,Volkswagen Transporter 2000 White, 2310000,"Oyo State, Ibadan",Nigerian Used,246979 
633,iDHhdxDFge2GKWGTRvtrOq1c,Honda Pilot 2007 Red, 1995000,"Lagos State, Alimosho",Nigerian Used,425808 
634,aXHkNgraeeP5111ITqEfEUd0,Toyota Camry 2005 Gold, 2310000,"Ondo State, Akure",Nigerian Used,257109 
635,r3ptzdHd8kO3HEjLk1UDwDeT,Toyota Camry 2010 Gray, 3360000,"Lagos State, Lekki",Nigerian Used,132040 
636,iq1Di8NBQMVaLn6dEms267BB,Volvo S80 2002 Red, 2520000,"Lagos State, Isolo",Foreign Used,233153 
637,7F2jxmwKHieSvhb8jKM01fZ5,Ford Fusion 2007 Black, 1890000,"Lagos State, Ojodu",Nigerian Used,227404 
638,l8hAExlQTZzvswPb8L25pjuM,Mercedes-Benz R-Class 2006 Silver, 2625000,"Oyo State, Ibadan",Nigerian Used,Nigerian Used
639,mgwotZltPcOedU8iphVqZhZ2,Toyota Sienna 2002 Blue, 2184000,"Lagos State, Alimosho",Nigerian Used,499537 
640,lnbuUDdfeULxJ4LOW6dJyoyW,Opel Zafira 2007 Red, 2100000,"Lagos State, Ibeju",Nigerian Used,202952 
641,dkoZUUkCCU878orEPEvz5C3V,Toyota Corolla 2013 Black, 3990000,"Abuja (FCT), Mararaba",Nigerian Used,263757 
642,uaTqbq1tDjsfJhPhXA83gMm5,Lexus ES 350 2008 Black, 4368000,"Lagos State, Ikorodu",Nigerian Used,106331 
643,ndRFxOt0Xy4Siae7Zx2XSKpu,Toyota Highlander 2003 Black, 2310000,"Abuja (FCT), Gwarinpa",Nigerian Used,144300 
644,ufPVrH8AQIIX10Tt8IQZodJg,Ford Transit 2009 White, 2310000,"Lagos State, Amuwo-Odofin",Foreign Used,150398 
645,khiY4RVQ8Vl6mzQtKZqwkfo5,Honda Accord Sedan SE V-6 Automatic 2007 Silver, 2080000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,184668 
646,reMmNRm5PHTbDvfDiISjjDM0,Honda Accord Crosstour EX-L w/Navigation AWD 2013 Green, 6982500,"Lagos State, Ikeja",Nigerian Used,239860 
647,iAwK4hSghBDXXmXVfp1BKvaI,Mercedes-Benz GLE-Class 2019 Silver, 20265000,"Abuja (FCT), Gwarinpa",Foreign Used,114325 
648,kea0HVPbsbvqlXiKEgm4NIXt,Toyota Camry 2006 Gold, 1837500,"Lagos State, Victoria Island",Nigerian Used,208178 
649,kLryyzAhNk2w18DnpqVLWssD,Honda Accord 2017 Black, 9984000,"Abuja (FCT), Wuse",Nigerian Used,96441 
650,fdoZ1lDJ6S3wmdESlSzXGIh8,Lexus ES 2003 White, 2704000,"Lagos State, Alimosho",Nigerian Used,468097 
651,fJKIB1RiMeXznri689KvHmJ2,Honda CR-V 2002 Red, 1872000,"Lagos State, Ikotun/Igando",Nigerian Used,296675 
652,fVC9NfKUrhKJhR4vkgsIL1O,Toyota Sequoia 2005 Black, 2912000,"Abuja (FCT), Garki 2",Nigerian Used,321570 
653,klW29PJyRPSR0khAQ7K2zM0s,Volvo XC90 T6 AWD 2005 Gray, 1806000,"Lagos State, Ikorodu",Nigerian Used,244035 
654,2XOumgHPGlifNwKKrq3QcbZc,Toyota Highlander 2003 Silver, 2499000,"Imo State, Owerri",Nigerian Used,307472 
655,chNY1Yq0EeY5LnCAeJ3YwVmy,Toyota Matrix 2004 Gray, 2100000,"Lagos State, Ojodu",Nigerian Used,272514 
656,ahqari11t3tGEbEkzS25pLE7,Toyota Camry 2008 Black, 3640000,"Abuja (FCT), Mararaba",Nigerian Used,110364 
657,gcSzRoRgOYCrRaQcwkWgIqHe,Toyota RAV4 2.4 2008 Black, 2940000,"Anambra State, Onitsha",Nigerian Used,396974 
658,3H9rVGCIXMt2CoEAOTPkDTwL,Mercedes-Benz CLA-Class 2015 Gray, 10687500,"Abuja (FCT), Katampe",Nigerian Used,78518 
659,tOqj79vBupx8K5sxKheE3Dfs,Infiniti FX35 2009 Black, 3885000,"Lagos State, Alimosho",Nigerian Used,90432 
660,lkHn23K27jAEalJ1kf6jbwCC,Toyota Highlander 2002 Red, 2047500,"Lagos State, Alimosho",Nigerian Used,272041 
661,swhd77QGO6wNRzmk0uGvRA8w,Mercedes-Benz C350 2011 Blue, 6412500,"Abuja (FCT), Gwarinpa",Nigerian Used,169914 
662,zgCyHJ74xa9oppEOcWsxgvRv,Toyota Corolla Liftback 2003 Gray, 2205000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,145511 
663,31OwcYRjdLDUKyPe4vnP8D4k,Honda Pilot 2007 Green, 1942500,"Kwara State, Ilorin East",Nigerian Used,166796 
664,94ODqoqRLPTnRnFtXNoDJcuR,Nissan Pathfinder 2006 Silver, 1543500,"Lagos State, Ikotun/Igando",Nigerian Used,193766 
665,7BaiOOUjEDfJBNLX8rAgAwIe,Opel Zafira 2002 Blue, 1924000,"Oyo State, Ibadan",Nigerian Used,167515 
666,BwZNRBLa2FiPwHuwCCfG8BoM,Lexus ES 2007 Gold, 3696000,"Lagos State, Ilupeju",Nigerian Used,104233 
667,raiDalGQ6QXjLbDcbRfoKN1P,Toyota Fortuner 2014 Beige, 11550000,"Lagos State, Ikorodu",Nigerian Used,186226 
668,vWuQ7Cmsy14KW4PubAmEMYVQ,Ford Explorer 2006 Silver, 6240000,"Ogun State, Ado-Odo/Ota",Nigerian Used,283836 
669,xjWBNVHpS01x6qDxCaf868Ya,Acura ZDX 2010 Black, 4095000,"Lagos State, Lekki",Nigerian Used,7489 
670,6oVTUQveluuLSYB1REFsPmFN,Toyota Matrix 2004 Gray, 2310000,"Lagos State, Magodo",Nigerian Used,201072 
671,feCbgnz3yhVAHjkBO09iShGM,Toyota Sienna 2006 Gray, 2688000,"Lagos State, Ilupeju",Nigerian Used,204220 
672,8pxAGet4zzq0MdRmMlLzEAFo,Toyota Sienna 2001 Gold, 1785000,"Lagos State, Mushin",Nigerian Used,230386 
673,cvtkMN6mhH4sH0okg9pF36cX,Toyota Highlander Hybrid Limited 2009 Blue, 6578250,"Lagos State, Ajah",Foreign Used,345280 
674,CwygxiHMyyzY1EckGUn0RvBM,Toyota Corolla 2007 Gray, 3120000,"Lagos State, Ogba",Nigerian Used,262478 
675,p2vUHK3939WY5QLvwQnDTkJr,Toyota Corolla 2012 Gray, 3465000,"Akwa Ibom State, Uyo",Nigerian Used,206537 
676,qbFrtS7PuV6c1ZOXakcAYjfv,Honda Accord 2005 Black, 1260000,"Kwara State, Ilorin East",Nigerian Used,418616 
677,yD0SogASP4sSEg1Q7A4MfVx6,Toyota Highlander 2004 Gold, 2625000,"Abuja (FCT), Katampe",Nigerian Used,120207 
678,BiLfLNe2i82tUDcg2aVjX8Kx,Toyota Highlander Limited V6 2005 Blue, 3024000,"Lagos State, Ikeja",Nigerian Used,229649 
679,wa9C2CCcE3nvzrPFViV4wP5h,Mercedes-Benz C-Class 2016 Black, 27300000,"Abuja (FCT), Jabi",Nigerian Used,79811 
680,oCmrgVhtO90jnowMC1vKWYki,Kia Forte EX Sedan 2012 Gray, 3780000,"Lagos State, Ilupeju",Foreign Used,190063 
681,CyYnhWSs4ZGFAxekaVX817aZ,Lexus ES 2006 Green, 3150000,"Ogun State, Ado-Odo/Ota",Nigerian Used,569773 
682,iJK73u9yh6qIANL49UjGyqS,Toyota Matrix 2006 Red, 2520000,"Abuja (FCT), Jabi",Nigerian Used,138581 
683,twUp1q9oHqIJNUKjXBY8RnRF,Nissan Armada 2005 Silver, 3675000,"Ogun State, Ado-Odo/Ota",Nigerian Used,320860 
684,woH49eL6dui4U5yYzqghdxBm,Lexus RX 350 2007 Gold, 4992000,"Ogun State, Ado-Odo/Ota",Nigerian Used,226353 
685,49KdGdWC7JIhHbKJO39LphEB,Lexus RX 300 1999 Gray, 1995000,"Delta State, Oshimili South",Nigerian Used,505189 
686,aMSuEp26q5FHTFpMSrGUArpy,Nissan Pathfinder 2005 Black, 1680000,"Oyo State, Ibadan",Nigerian Used,124494 
687,kdbHiHri9IaaTdusaUQLABSd,Toyota Camry 1997 Gray, 1575000,"Kwara State, Ilorin East",Nigerian Used,327996 
688,iVzhW6EQUGATNqwlitdPVLSG,Toyota Corolla 2009 Gray, 3536000,"Oyo State, Ibadan",Nigerian Used,217096 
689,gdUycLiyqvCbUM9VIYKWEeY6,Honda Crosstour 2013 Black, 5040000,"Lagos State, Apapa",Nigerian Used,93743 
690,r9M3R9fua4xbzoADZ3JR0xOJ,Land Rover Range Rover 2007 Black, 2940000,"Lagos State, Magodo",Nigerian Used,191342 
691,dCE2lgXNgz6TFnEcLPNjb1cF,Honda Pilot 2007 Red, 3120000,"Lagos State, Ojodu",Nigerian Used,222790 
692,adEuICk99anZkyByUIhkAynq,Toyota Corolla 2010 White, 5962500,"Lagos State, Ikeja",Foreign Used,172007 
693,xbXh0i9rqASfslTgxcmMFeOR,Honda Accord 2011 Black, 2520000,"Ondo State, Akure",Nigerian Used,239138 
694,6qmtmOLSfQ6jgWt4fw28eZ7s,Acura MDX 2005 Silver, 1680000,"Delta State, Oshimili South",Nigerian Used,329642 
695,dSwHkuuDIUgZWy77Kmu4rWWr,Toyota Matrix 2003 Blue, 3120000,"Abuja (FCT), Mararaba",Nigerian Used,171094 
696,7FmLOvPxVOGVLmbTtakauE2A,Honda Pilot 2006 Brown, 2205000,"Lagos State, Victoria Island",Nigerian Used,145057 
697,yyNgVYzNLi433CLnYnCUsIxQ,Toyota Camry 2002 Green, 1976000,"Abuja (FCT), Jabi",Nigerian Used,50291 
698,i5XOAFDieIuAnzI8Igq5MA2T,Toyota Camry 2003 Black, 1837500,"Oyo State, Ibadan",Nigerian Used,212240 
699,54QN929mEoLFtCD8pkCN9Or6,Lexus GX 2005 Blue, 5000000,"Lagos State, Alimosho",Nigerian Used,189911 
700,cwrkHHbIDjgIT9vWENKE8ZkY,BMW X5 2007 White, 3885000,"Abuja (FCT), Gwarinpa",Nigerian Used,262145 
701,ufOtKISloqhzWtKzRfsGO4vW,BMW 528i 2010 Black, 3990000,"Abuja (FCT), Gwarinpa",Nigerian Used,189533 
702,wuWHbE5E7urdJ6uMPMEENSoM,Toyota Corolla 2011 Red, 7280000,"Lagos State, Isolo",Foreign Used,161657 
703,Br1oackFws9pmpzfRGth5vrp,Volkswagen Passat 2009 Black, 2782500,"Abuja (FCT), Kubwa",Nigerian Used,147462 
704,cNoRzRIzeQu9KVvnuXTwvFpp,Toyota RAV4 2004 Silver, 2600000,"Rivers State, Port-Harcourt",Nigerian Used,26053 
705,wbqEpiTBW8I8Cocg56eVuOrv,Toyota RAV4 2006 Black, 3150000,"Lagos State, Ojodu",Nigerian Used,195087 
706,2C8mA0lXC805N4eRGXQPf6HG,Toyota Avalon 2005 Green, 2100000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,392406 
707,7Hz7pthFxHyD3PtyFxatL7ny,Toyota Camry 2008 Blue, 2945250,"Abuja (FCT), Wuse",Nigerian Used,233438 
708,kTFZPOjfiJR5g6cyCOoIdJPD,Lexus RX 2000 Gray, 2912000,"Abuja (FCT), Kubwa",Nigerian Used,196005 
709,ds8NNjmNc2HmlvGtXLpydLdy,Chevrolet Uplander 2008 Silver, 1995000,"Abuja (FCT), Lugbe District",Nigerian Used,251212 
710,kWsqCwfJtgujQrh3HLt4bvrS,Honda Pilot 2008 Gray, 2565150,"Abuja (FCT), Katampe",Nigerian Used,116215 
711,zM2KOu17cNHNDglMbAwuqeEg,Ford Edge 2008 Red, 2100000,"Abuja (FCT), Garki 2",Nigerian Used,372824 
712,cs2lid1QLmmRNiVNrFA0NKHu,Toyota Camry 2007 White, 2919000,"Lagos State, Ikorodu",Nigerian Used,247910 
713,mVLrI4ESNQzgy20d6RntJur7,Infiniti QX4 2002 Red, 1680000,"Lagos State, Ojodu",Nigerian Used,113129 
714,pMQOBuqcwQ1YKJr3jB9z3ARM,Lexus GS 430 2002 Red, 1890000,"Abuja (FCT), Garki 2",Nigerian Used,377039 
715,A7to7E75DQWYId21sk8GV8BL,Honda Odyssey 2007 Silver, 2625000,"Oyo State, Ibadan",Nigerian Used,235406 
716,i1FxnRn2Gmppy6FoJZh4td1O,Toyota Camry 2007 Red, 3375000,"Rivers State, Port-Harcourt",Nigerian Used,113378 
717,zLFxDwTnlC6uXrQUz9UPArJn,Lexus ES 300 2002 Red, 1365000,"Ondo State, Akure",Nigerian Used,450418 
718,chDU7KZ37StAwNPPhsdXxOvS,Toyota Corolla 2003 Blue, 2496000,"Rivers State, Port-Harcourt",Nigerian Used,131312 
719,cpcHJZa11VBf3FzaQyBgQuFB,Hyundai Ix35 2012 Blue, 3780000,"Abuja (FCT), Wuse",Nigerian Used,155474 
720,3UUabRZveUez2aK6wMLgWlIv,Toyota Land Cruiser 2006 Black, 4095000,"Lagos State, Amuwo-Odofin",Nigerian Used,98965 
721,8i2f7EVGzEehBjWTTxOhkzua,Volvo XC90 2007 Gray, 3990000,"Lagos State, Ikeja",Foreign Used,361452 
722,nmMXs6vPW9e9z0zT3B1DVm6O,Toyota Corolla 2010 Silver, 3952000,"Abuja (FCT), Jabi",Nigerian Used,104584 
723,aZki7maOZGnvivwkl5Lh4jl1,Lexus IS 2008 White, 3675000,"Lagos State, Ajah",Nigerian Used,168719 
724,uWIrdyfcO9WzY3N8pWFy9daY,Toyota Corolla LE 2022 White, 16868248,"Lagos State, Ikeja",Foreign Used,5111 
725,yQPzNZk6DvraGOGDEiyAe78d,Toyota Avensis 2000 Green, 2205000,"Lagos State, Mushin",Nigerian Used,233319 
726,idUAeiz6ie8jZnp9d5Olaeqq,Lexus ES 2005 Blue, 2940000,"Lagos State, Ojodu",Nigerian Used,238285 
727,jGHZ41wUoGgC2iqyvvpfRBU2,Nissan Murano 2011 Gray, 2415000,"Lagos State, Alimosho",Nigerian Used,180318 
728,C6bZPP38BDyqAkHksFnr6CuF,Toyota Camry 2009 Blue, 3640000,"Lagos State, Alimosho",Nigerian Used,176465 
729,m9TLxyGXy9QNHaZ6EjyYDQRw,Honda Accord 2007 Black, 2288000,"Abuja (FCT), Wuse",Nigerian Used,100028 
730,sBEnkD3YYmlpZp9UwtG9x20b,Toyota Sienna 2002 Brown, 2288000,"Abuja (FCT), Kubwa",Nigerian Used,197586 
731,80cUyULO7Q650vOSXG8u087q,Toyota Tundra 2003 Black, 2310000,"Abuja (FCT), Mararaba",Nigerian Used,317212 
732,7Z6CMl7MrZHyjylLgo6zlG60,Lexus GX 2010 Gray, 17680000,"Lagos State, Lekki",Nigerian Used,135633 
733,eYTyrjXmIdItJJ0M581g3CrL,Ford Explorer 2014 Red, 5250000,"Lagos State, Yaba",Nigerian Used,143749 
734,zYB68zCPhwQsdzyHNL5eeKmw,Honda Accord 2009 Black, 2808000,"Lagos State, Ogba",Nigerian Used,285590 
735,93ih9SGolFTAgCv2772QjgeP,Mercedes-Benz E350 2010 Silver, 4830000,"Lagos State, Ifako-Ijaiye",Nigerian Used,247262 
736,p7dAh4IhPbpx9xuHNgyxRnPF,Volkswagen Beetle 2008 Gold, 2835000,"Abuja (FCT), Jabi",Foreign Used,90330 
737,biylNd8UNMPmFAcpePlCBQMk,Hyundai Tucson 2006 Black, 2730000,"Lagos State, Ikeja",Nigerian Used,185312 
738,kGXjfXFMELJRUiJE4Bc4EFbi,Hyundai Elantra 2013 Black, 3391500,"Lagos State, Lekki",Nigerian Used,115447 
739,i10VHAysetoDG1QqcSXGffeB,Acura RDX 2007 Gray, 2415000,"Lagos State, Mushin",Nigerian Used,268473 
740,zkCXdTuZrE3C4ifGvwHYH2Bs,Volkswagen Tiguan 2010 Gray, 2520000,"Lagos State, Amuwo-Odofin",Nigerian Used,146299 
741,aknCBjfrmzbBBrpP9LYswGXM,Ford Edge 2007 Black, 2205000,"Lagos State, Alimosho",Nigerian Used,171589 
742,BrNUe7d7v3e0XcRq7UIRb0Oh,Mercedes-Benz C300 2008 Gray, 4200000,"Lagos State, Ajah",Foreign Used,197693 
743,kGnLhzzgZM6ubM8PmtQUt7Bo,Toyota Highlander 2003 Gold, 2912000,"Lagos State, Ogudu",Nigerian Used,216108 
744,tzWU4BJ2VlWNaxlRek31uKgl,Toyota Camry 2004 Gray, 2652000,"Abuja (FCT), Jabi",Nigerian Used,257583 
745,hRAL9SNc58s5HsMqSO197kEq,Audi A4 2008 Gray, 4410000,"Kaduna State, Kaduna / Kaduna State",Foreign Used,117533 
746,p49WyZgrB8Bd67b1ADSfgRc4,Mercedes-Benz C300 2011 Black, 3570000,"Lagos State, Ikeja",Nigerian Used,101574 
747,yyaZN2hqTNlesVj1Fh3T2WMF,Toyota HiAce 2005 White, 9135000,"Lagos State, Ikeja",Nigerian Used,153320 
748,2Uqh7WzO4frgmODOzFExWxeS,Toyota Camry 2002 Silver, 1365000,"Imo State, Owerri",Nigerian Used,414170 
749,zxuSMjnJYjP3tkTC0sgVyiri,Honda Ridgeline 2006 Red, 2625000,"Lagos State, Ikorodu",Nigerian Used,168231 
750,i5o8aLLDcW1O8OYfnCuQLCJ9,Acura MDX 2007 Gray, 3484000,"Lagos State, Amuwo-Odofin",Nigerian Used,83158 
751,ziccyydFKeTVE2W5q74BNc0k,Acura MDX 2003 Black, 1976000,"Lagos State, Magodo",Nigerian Used,239031 
752,wTdtJxCZ5tUA21tBf77twYCP,Volkswagen Touran 1.6 FSI Highline 2004 Gray, 2782500,"Lagos State, Isolo",Foreign Used,285991 
753,aapX0k5pEABbpreQQVAtJr7f,Toyota Camry 2008 Silver, 2730000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,155336 
754,dJKQ5vtkfvG7VnRQcyHqxSGc,Mercedes-Benz C300 2011 Gray, 3696000,"Abuja (FCT), Gwarinpa",Nigerian Used,249034 
755,woYanPzUFJ3PChVHYJsvBF3h,Toyota Corolla 2009 Black, 3640000,"Lagos State, Ogba",Nigerian Used,287592 
756,dQ8gyFx7Evb21dvgfzedqI8K,Opel Zafira 2003 Red, 2205000,"Kaduna State, Kaduna / Kaduna State",Foreign Used,197005 
757,wT9g8GHP2bs0UhJBX035d5ti,Volkswagen Sharan 2003 Gray, 2625000,"Lagos State, Yaba",Foreign Used,299041 
758,sDQPrjdAO6ie4jsLGceL7mPi,Toyota Sienna 2001 Blue, 2080000,"Oyo State, Ibadan",Nigerian Used,274852 
759,xwWOouo54ixvvuz8UZXMqHZv,BMW 5 Series 2009 Black, 7140000,"Abuja (FCT), Lugbe District",Foreign Used,179224 
760,6C8Ybp3vg73Gcu7vLJ9J7ioN,Kia Cerato 2013 Gray, 6825000,"Ogun State, Ado-Odo/Ota",Foreign Used,373500 
761,yPV39qEzZ38VYorm4weg9UAZ,Mercedes-Benz CLA-Class 2014 White, 13520000,"Abuja (FCT), Kubwa",Foreign Used,62294 
762,9BJiov2DPQk0yDjRx6MXuUW,Lexus RX 300 1999 Beige, 2016000,"Lagos State, Ibeju",Nigerian Used,315873 
763,i2WO43phTi4WZzqWa6MlDOKa,Toyota Camry 2004 Gray, 2392000,"Lagos State, Magodo",Nigerian Used,198836 
764,1iyEVFLnpZdNcUmMwg2xOybZ,Kia Sorento 2013 Black, 8190000,"Abuja (FCT), Garki 2",Foreign Used,252378 
